	Feature	value
6746	die_PRELS__sich_PRF__in_APPR	0.0011774711613057609
1759	an_APPR__die_ART__Stelle_NN	0.0011759200890573362
9253	im_APPRART__Vergleich_NN__mit_APPR	-0.0011754888589357386
12960	sich_PRF__nicht_PTKNEG__nur_ADV	0.0011693708066749828
421	Erklärung_NN__für_APPR__das_ART	-0.001167344095332444
11976	nicht_PTKNEG__nur_ADV__in_APPR	0.0011631664790931358
5014	der_ART__einen_ADJA__Seite_NN	0.001162844246339347
10186	in_APPR__dieser_PDAT__Zeit_NN	0.0011555142875072915
3148	das_ART__Bild_NN__der_ART	0.001152768129315005
8447	für_APPR__die_ART__Bearbeitung_NN	-0.0011493757179929702
290	Blick_NN__auf_APPR__das_ART	0.0011464038736101727
15568	wird_VAFIN__durch_APPR__die_ART	0.001144872650857337
4651	der_ART__Lage_NN__ist_VAFIN	0.0011415970416557494
9592	in_APPR__dem_PRELS__sie_PPER	0.0011398607300032195
9256	im_APPRART__Vergleich_NN__zur_APPRART	-0.0011360286185274372
4294	der_ART__Anzahl_NN__der_ART	-0.0011359690130792212
15281	wie_KOKOM__bei_APPR__den_ART	-0.0011347127573773294
2668	bei_APPR__denen_PRELS__das_ART	-0.0011310508425466496
1590	als_KON__auch_ADV__in_APPR	-0.001130596805935238
11393	mit_APPR__anderen_ADJA__Worten_NN	-0.0011272072443514014
4829	der_ART__Suche_NN__nach_APPR	0.0011264765053699242
4322	der_ART__Auswertung_NN__der_ART	-0.0011172305306789165
15138	wenn_KOUS__es_PPER__sich_PRF	-0.0011138567028477887
9657	in_APPR__den_ART__Texten_NN	0.0011112530283577987
15849	zu_APPR__Beginn_NN__des_ART	0.0011101844180927615
11678	mit_APPR__sich_PRF__selbst_ADV	0.0011100209802831775
1688	an_APPR__anderer_ADJA__Stelle_NN	0.0011040710985739375
2329	auf_APPR__die_ART__gleiche_ADJA	0.0011039360082310613
12661	sich_PRF__bei_APPR__der_ART	-0.001103071582230512
9788	in_APPR__der_ART__Erzählung_NN	0.0011015238646920288
2715	bei_APPR__der_ART__Verarbeitung_NN	-0.0010961453831212385
9699	in_APPR__den_ART__meisten_PIAT	-0.0010954838884614316
6533	die_PRELS__bei_APPR__der_ART	-0.001089884288496958
16302	zusammenfassend_ADJD__lässt_VVFIN__sich_PRF	-0.001084526648434729
10046	in_APPR__die_ART__Analyse_NN	-0.0010693135039206224
11180	lassen_VVFIN__sich_PRF__die_ART	-0.0010679449952316906
12983	sich_PRF__selbst_ADV__als_APPR	0.0010603220557276899
2203	auf_APPR__der_ART__einen_ADJA	0.001059391889127399
13727	syntaktischen_ADJA__und_KON__semantischen_ADJA	-0.0010576204417623873
11571	mit_APPR__der_ART__Präposition_NN	-0.0010567565225907455
9417	in_APPR__Anlehnung_NN__an_APPR	-0.0010558930274820054
4523	der_ART__Französischen_ADJA__Revolution_NN	0.0010553239514360354
3200	das_ART__Ich_PPER__in_APPR	0.0010524534270828843
2716	bei_APPR__der_ART__Verwendung_NN	-0.0010509987102147597
2543	aus_APPR__der_ART__Perspektive_NN	0.0010504356993948434
9642	in_APPR__den_ART__Mund_NN	0.001050364687658858
9896	in_APPR__der_ART__Stadt_NN	0.0010496208331244503
2199	auf_APPR__der_ART__Suche_NN	0.0010478693574805912
16347	zwischen_APPR__Ich_PPER__und_KON	0.0010469140211990394
12743	sich_PRF__die_ART__Frage_NN	-0.0010467311381723568
2486	aus_APPR__dem_ART__Englischen_NN	-0.0010317700011835366
14922	von_APPR__sich_PRF__selbst_ADV	0.0010294743030958085
9763	in_APPR__der_ART__Beschreibung_NN	0.001029160245251174
9833	in_APPR__der_ART__Kommunikation_NN	-0.0010286046196285605
4273	der_ART__Analyse_NN__der_ART	-0.0010277979077103743
6337	die_ART__deutsche_ADJA__Sprache_NN	-0.0010267202408380575
9684	in_APPR__den_ART__ersten_ADJA	0.0010254635551378193
5926	die_ART__Leistungen_NN__der_ART	-0.0010243866228570207
9472	in_APPR__Kapitel_NN__3_CARD	-0.0010185072801103831
9854	in_APPR__der_ART__Moderne_NN	0.0010164145272631264
8411	für_APPR__den_ART__Leser_NN	0.0010121960752402627
14590	unter_APPR__dem_ART__Titel_NN	0.0010094050408051723
1126	Voraussetzungen_NN__für_APPR__die_ART	-0.0010010483747398854
124	Art_NN__und_KON__Weise_NN	0.000999876893727708
6664	die_PRELS__in_APPR__ihrer_PPOSAT	0.0009991242682766193
5883	die_ART__Klasse_NN__der_ART	-0.000997876826102689
11355	mehr_ADV__oder_KON__minder_ADV	-0.0009978460777505516
9211	im_APPRART__Rahmen_NN__des_ART	-0.000996606066040848
5130	der_ART__syntaktischen_ADJA__Struktur_NN	-0.0009916470244882283
1442	als_APPR__Beispiel_NN__für_APPR	-0.000990457869244271
10430	in_APPR__vielen_PIAT__Fällen_NN	-0.0009803028568826594
10023	in_APPR__der_ART__zweiten_ADJA	0.0009775686277243754
3768	dem_ART__Hintergrund_NN__der_ART	-0.0009771497686877708
605	Ich_PPER__und_KON__Du_PPER	0.0009757515807892034
7787	er_PPER__in_APPR__der_ART	0.0009726149610603924
6243	die_ART__Wahl_NN__der_ART	-0.0009711284868812843
1028	Unterschiede_NN__in_APPR__der_ART	-0.0009700721683681161
1024	Unterschied_NN__zwischen_APPR__den_ART	-0.0009663363772077608
2078	auf_APPR__Basis_NN__der_ART	-0.0009648893979019391
390	Ende_NN__des_ART__Romans_NN	0.0009622477548711232
9983	in_APPR__der_ART__linguistischen_ADJA	-0.0009621593360140311
9749	in_APPR__der_ART__Arbeit_NN	-0.0009602244907702947
8530	für_APPR__die_ART__einzelnen_ADJA	-0.0009599866029779519
13315	sind_VAFIN__in_APPR__der_ART	-0.000959971243470288
8510	für_APPR__die_ART__Untersuchung_NN	-0.0009580946284338068
6631	die_PRELS__im_APPRART__Rahmen_NN	-0.0009576662451765323
11386	mit_APPR__Hilfe_NN__von_APPR	-0.00095212714887574
4527	der_ART__Frau_NN__in_APPR	0.000947598333254596
10377	in_APPR__seinem_PPOSAT__Roman_NN	0.0009447154832601639
9879	in_APPR__der_ART__Rolle_NN	0.0009446762484552316
10853	ist_VAFIN__nicht_PTKNEG__nur_ADV	0.0009393101302480262
2869	bezieht_VVFIN__sich_PRF__auf_APPR	-0.0009386107507998178
1589	als_KON__auch_ADV__im_APPRART	-0.000933737510618502
9744	in_APPR__der_ART__Analyse_NN	-0.0009319570576018178
3149	das_ART__Bild_NN__des_ART	0.0009262225317443165
2684	bei_APPR__der_ART__Beschreibung_NN	-0.0009252209227919321
15139	wenn_KOUS__es_PPER__um_APPR	-0.0009201472465518449
11435	mit_APPR__dem_ART__Titel_NN	0.0009194813153249043
9729	in_APPR__denen_PRELS__die_ART	-0.0009191274635326758
9777	in_APPR__der_ART__Darstellung_NN	0.0009182016156194046
7530	einem_ART__Brief_NN__an_APPR	0.0009178822504488874
6404	die_ART__in_APPR__der_ART	-0.0009140864770938938
7851	er_PPER__sich_PRF__mit_APPR	0.0009119339210774036
1741	an_APPR__der_ART__Universität_NN	-0.0009098072731298442
7855	er_PPER__sich_PRF__selbst_ADV	0.0009089765892265885
8784	gibt_VVFIN__es_PPER__auch_ADV	-0.0009086826233229644
9955	in_APPR__der_ART__folgenden_ADJA	-0.0009079048879321651
3524	dass_KOUS__die_ART__Verwendung_NN	-0.0009077072273893976
913	Schwierigkeiten_NN__bei_APPR__der_ART	-0.0009074527979871992
8317	finden_VVFIN__sich_PRF__in_APPR	-0.0009060482079373946
2714	bei_APPR__der_ART__Untersuchung_NN	-0.0009053926600152515
9846	in_APPR__der_ART__Literatur_NN	0.0009051738051125403
3717	davon_PROAV__ausgegangen_VVPP__werden_VAINF	-0.0009013419356306794
9867	in_APPR__der_ART__Praxis_NN	-0.0008996654282441144
9214	im_APPRART__Rahmen_NN__einer_ART	-0.0008994504900506654
508	Gegensatz_NN__zu_APPR__den_ART	-0.0008953468379264185
6653	die_PRELS__in_APPR__der_ART	-0.0008932036849435181
11719	nach_APPR__dem_ART__Krieg_NN	0.0008927576403479691
8283	es_PPER__zu_APPR__einer_ART	0.0008926513757240369
9781	in_APPR__der_ART__Diskussion_NN	-0.0008909084939928217
5585	die_ART__Darstellung_NN__des_ART	0.0008889487154386454
9919	in_APPR__der_ART__Weimarer_ADJA	0.000887059595353305
5679	die_ART__Ergebnisse_NN__des_ART	-0.0008868625893676931
1580	als_KON__auch_ADV__die_ART	-0.0008855539710180547
10250	in_APPR__einem_ART__zweiten_ADJA	-0.0008830120251713834
2952	da_KOUS__es_PPER__sich_PRF	-0.0008770327678455652
9850	in_APPR__der_ART__Lyrik_NN	0.000876152453555494
463	Folgenden_NN__werden_VAFIN__die_ART	-0.0008755173183646275
744	Leben_NN__und_KON__Tod_NN	0.0008731160253998208
4586	der_ART__Gruppe_NN__mit_APPR	-0.000872700967710696
9711	in_APPR__den_ART__untersuchten_ADJA	-0.0008711882135585379
3181	das_ART__Gefühl_NN__der_ART	0.0008692584286194185
9344	im_APPRART__vorigen_ADJA__Kapitel_NN	-0.0008683844068205344
9885	in_APPR__der_ART__Schule_NN	-0.0008670651620962564
9449	in_APPR__Form_NN__einer_ART	-0.0008664925566186212
5847	die_ART__Hälfte_NN__der_ART	-0.0008651062667468012
11955	nicht_PTKNEG__nur_ADV__auf_APPR	0.0008603900741491443
12295	ob_KOUS__sich_PRF__die_ART	-0.000859229739687305
1073	Vergleich_NN__mit_APPR__der_ART	-0.0008588263935069326
9096	im_APPRART__19._ADJA__Jahrhundert_NN	0.0008578820262762629
15393	wie_PWAV__es_PPER__in_APPR	0.0008572821452538478
14788	von_APPR__den_ART__Autoren_NN	-0.0008570684282420936
9941	in_APPR__der_ART__deutschen_ADJA	-0.0008565561708559989
9794	in_APPR__der_ART__Folge_NN	0.0008547865451625971
5091	der_ART__linguistischen_ADJA__Literatur_NN	-0.0008523358010255636
7849	er_PPER__sich_PRF__in_APPR	0.000849336750726308
3245	das_ART__Problem_NN__der_ART	-0.0008482341052159604
151	Auseinandersetzung_NN__mit_APPR__dem_ART	0.0008481980096502563
6403	die_ART__in_APPR__den_ART	-0.0008473997787979363
5489	die_ART__Auswertung_NN__der_ART	-0.0008473809299660752
11724	nach_APPR__dem_ART__Tod_NN	0.0008456357681580137
179	Auswirkungen_NN__auf_APPR__die_ART	-0.0008452568236101155
9397	immer_ADV__wieder_ADV__in_APPR	0.0008445965900608641
6096	die_ART__Sehnsucht_NN__nach_APPR	0.0008428423671650908
5068	der_ART__in_APPR__den_ART	-0.0008424527398170878
12872	sich_PRF__in_APPR__die_ART	0.0008421434769764385
10387	in_APPR__seinen_PPOSAT__Werken_NN	0.0008413504473514145
3756	dem_ART__Ende_NN__des_ART	0.0008411001934356821
2680	bei_APPR__der_ART__Auswahl_NN	-0.0008403654647195354
9152	im_APPRART__Folgenden_NN__wird_VAFIN	-0.0008396999887457965
16062	zu_PTKZU__sein_VAINF__scheint_VVFIN	0.0008389711221674748
167	Aussagen_NN__über_APPR__die_ART	-0.0008379682494609812
13627	sowohl_KON__in_APPR__der_ART	-0.0008351814614770944
4950	der_ART__Zeit_NN__der_ART	0.0008332253266758989
2131	auf_APPR__dem_ART__Weg_NN	0.0008329997983751172
7852	er_PPER__sich_PRF__nicht_PTKNEG	0.0008326317448485003
10033	in_APPR__der_PRELS__die_ART	0.000832631093183215
11894	nicht_PTKNEG__in_APPR__der_ART	0.0008324613744740261
1066	Vergangenheit_NN__und_KON__Gegenwart_NN	0.0008321023092941074
11436	mit_APPR__dem_ART__Tod_NN	0.0008276866505178839
2681	bei_APPR__der_ART__Auswertung_NN	-0.0008266688382090642
9662	in_APPR__den_ART__Vordergrund_NN	0.0008264017289259255
16017	zu_PTKZU__finden_VVINF__sind_VAFIN	-0.0008261472123860124
4984	der_ART__bürgerlichen_ADJA__Gesellschaft_NN	0.0008248309865887589
2202	auf_APPR__der_ART__anderen_ADJA	0.000821709278307999
2841	betrachtet_VVFIN__man_PIS__die_ART	-0.0008209009651888415
14938	vor_APPR__allem_PIS__bei_APPR	-0.0008197595926964673
10042	in_APPR__der_PRELS__sie_PPER	0.0008196720455436615
15191	werden_VAFIN__bei_APPR__der_ART	-0.0008190633930256514
9727	in_APPR__denen_PRELS__das_ART	-0.0008185054891327549
5660	die_ART__Entwicklung_NN__des_ART	-0.0008166283732633867
14950	vor_APPR__allem_PIS__die_ART	-0.0008154102002645997
5287	des_ART__Ersten_ADJA__Weltkriegs_NN	0.0008147699470753032
9501	in_APPR__Verbindung_NN__mit_APPR	-0.0008126850590711767
2670	bei_APPR__denen_PRELS__die_ART	-0.0008120403917348375
11837	nicht_PTKNEG__der_ART__Fall_NN	-0.0008099258102770558
16297	zusammen_ADV__mit_APPR__dem_ART	-0.0008097205921283904
10369	in_APPR__seinem_PPOSAT__Aufsatz_NN	0.0008089182559889152
4303	der_ART__Arbeit_NN__von_APPR	-0.0008087090463385851
4872	der_ART__Verarbeitung_NN__von_APPR	-0.0008079993716177963
9471	in_APPR__Kapitel_NN__2_CARD	-0.0008075698489797579
2689	bei_APPR__der_ART__Bewertung_NN	-0.000806450656017124
10124	in_APPR__diesem_PDAT__Bereich_NN	-0.0008057142327881352
6547	die_PRELS__das_ART__Ich_PPER	0.0008046948264254937
493	Frau_NN__in_APPR__der_ART	0.0008045088054667532
15	1_CARD__und_KON__2_CARD	-0.0008010882792060178
13884	und_KON__bei_APPR__der_ART	-0.0007985185560455726
5202	der_PRELS__in_APPR__der_ART	0.0007981771998549304
1827	anders_ADV__als_KOKOM__in_APPR	0.0007931218033749365
265	Bezug_NN__auf_APPR__den_ART	-0.0007908238315222062
10224	in_APPR__einem_ART__Wörterbuch_NN	-0.0007827720774373938
7576	einen_ART__Einfluss_NN__auf_APPR	-0.0007827276938366354
856	Raum_NN__und_KON__Zeit_NN	0.0007801778347705313
2864	beziehen_VVFIN__sich_PRF__auf_APPR	-0.0007793722812791419
12958	sich_PRF__nicht_PTKNEG__mehr_ADV	0.0007790674950624081
264	Bezug_NN__auf_APPR__das_ART	-0.0007777359601265647
8278	es_PPER__zeigt_VVFIN__sich_PRF	-0.0007773329777562174
3865	dem_PRELS__er_PPER__sich_PRF	0.0007715768670842853
10501	innerhalb_APPR__der_ART__Gruppe_NN	-0.0007683010682774368
9840	in_APPR__der_ART__Kunst_NN	0.0007674670181808518
2700	bei_APPR__der_ART__Erstellung_NN	-0.000765354144103295
3163	das_ART__Ergebnis_NN__der_ART	-0.000764783915607333
3233	das_ART__Moment_NN__der_ART	0.0007631276696219856
8782	gibt_VVFIN__einen_ART__Überblick_NN	-0.0007630995520985771
15911	zu_APPR__dieser_PDAT__Zeit_NN	0.0007610112761595671
745	Leben_NN__und_KON__Werk_NN	0.0007609696334962059
9128	im_APPRART__Fall_NN__von_APPR	-0.0007607150786077513
15149	wenn_KOUS__man_PIS__die_ART	-0.00076042310887854
9898	in_APPR__der_ART__Studie_NN	-0.0007597817581326069
13080	sich_PRF__über_APPR__die_ART	0.0007581760492945297
3960	den_ART__Ergebnissen_NN__der_ART	-0.0007545727065962908
1534	als_KOKOM__die_ART__Hälfte_NN	-0.0007541733799010966
9911	in_APPR__der_ART__Untersuchung_NN	-0.0007540330215385418
226	Beispiel_NN__für_APPR__eine_ART	-0.0007529883882188635
4970	der_ART__anderen_ADJA__Seite_NN	0.0007520582456044724
8158	es_PPER__ist_VAFIN__die_ART	0.0007520497918879561
6188	die_ART__Verarbeitung_NN__von_APPR	-0.0007508922921865206
5543	die_ART__Bestimmung_NN__der_ART	-0.0007507376652797615
9188	im_APPRART__Laufe_NN__des_ART	0.0007486388620725863
7137	durch_APPR__die_ART__Verwendung_NN	-0.0007484288660306353
10002	in_APPR__der_ART__schriftlichen_ADJA	-0.0007484165707669823
3156	das_ART__Ende_NN__der_ART	0.0007461247189959888
9656	in_APPR__den_ART__Text_NN	0.0007453257647340144
12648	sich_PRF__aus_APPR__den_ART	-0.0007451856031491147
14733	von_APPR__Mensch_NN__und_KON	0.0007451522385600898
3872	dem_PRELS__sich_PRF__die_ART	0.0007451330011707761
2879	bezogen_VVFIN__auf_APPR__die_ART	-0.0007431607917862289
9809	in_APPR__der_ART__Geschichte_NN	0.0007421550802502723
5688	die_ART__Erinnerung_NN__an_APPR	0.0007400730381456177
11329	man_PIS__sich_PRF__die_ART	-0.0007387311039017117
773	Mann_NN__und_KON__Frau_NN	0.0007371760179318199
6257	die_ART__Welt_NN__des_ART	0.0007358708385695824
5486	die_ART__Auswahl_NN__der_ART	-0.0007337135879393479
9818	in_APPR__der_ART__Hand_NN	0.0007312483751030593
11493	mit_APPR__den_ART__Worten_NN	0.0007281924797550659
11949	nicht_PTKNEG__möglich_ADJD__ist_VAFIN	-0.0007281859705232468
10218	in_APPR__einem_ART__Satz_NN	-0.0007274693248998072
9988	in_APPR__der_ART__modernen_ADJA	0.000727182316620547
3278	das_ART__Verhältnis_NN__von_APPR	0.0007259087762832943
6986	dieser_PDAT__Arbeit_NN__nicht_PTKNEG	-0.0007253308467367828
3759	dem_ART__Ersten_ADJA__Weltkrieg_NN	0.0007251766986260354
15192	werden_VAFIN__die_ART__Ergebnisse_NN	-0.0007236048750412872
5453	die_ART__Art_NN__der_ART	-0.0007230769846692241
12216	nur_ADV__in_APPR__der_ART	0.0007228984733530974
7678	eines_ART__Wortes_NN__in_APPR	-0.0007223667419956814
10275	in_APPR__einer_ART__bestimmten_ADJA	-0.000720641524870653
9175	im_APPRART__Kontext_NN__der_ART	0.0007205117399807007
9685	in_APPR__den_ART__folgenden_ADJA	-0.0007180385590587737
8388	für_APPR__das_ART__Verb_NN	-0.0007171605140127061
11708	nach_APPR__Ansicht_NN__des_ART	-0.0007151203807167514
11960	nicht_PTKNEG__nur_ADV__das_ART	0.0007149317015535215
5874	die_ART__Interpretation_NN__der_ART	-0.0007148581787205262
3702	dass_KOUS__sie_PPER__sich_PRF	0.000714825828685851
5150	der_ART__zweiten_ADJA__Hälfte_NN	0.0007127839160790526
9858	in_APPR__der_ART__Natur_NN	0.0007118423801666559
11261	lässt_VVFIN__sich_PRF__festhalten_VVINF	-0.0007093270948933656
13012	sich_PRF__um_APPR__eine_ART	-0.0007075789952537302
10386	in_APPR__seinen_PPOSAT__Texten_NN	0.0007071059595020762
16390	Übersicht_NN__über_APPR__die_ART	-0.0007065391636801142
5191	der_PRELS__er_PPER__sich_PRF	0.000706124398705104
2691	bei_APPR__der_ART__Bildung_NN	-0.0007051695150932289
13312	sind_VAFIN__in_APPR__Tabelle_NN	-0.0007030061013160806
15127	wenn_KOUS__er_PPER__sich_PRF	0.0007018369525337736
9682	in_APPR__den_ART__einzelnen_ADJA	-0.0007017927746630317
14719	von_APPR__Ich_PPER__und_KON	0.0007014836482899887
